Genre, Descriptors
Abstract Hip Hop, food, sampling, concept album, playful, humorous, abstract, quirky, alcohol
Singer-Songwriter, melancholic, introspective, mellow, sombre, lonely, poetic, sentimental, alienation
Singer-Songwriter, melancholic, mellow, depressive, acoustic, introspective, lonely, melodic, bittersweet
Singer-Songwriter, mellow, acoustic, poetic, lush, introspective, soft, bittersweet, melodic
Singer-Songwriter, mellow, peaceful, poetic, introspective, lonely, melancholic, acoustic, melodic
Singer-Songwriter, poetic, introspective, melancholic, calm, travel, warm, lonely, mellow
Singer-Songwriter, poetic, philosophical, psychedelic, mellow, surreal, melancholic, autumn, melodic
Singer-Songwriter, poetic, raw, introspective, bittersweet, rebellious, passionate, heavy, melodic
Singer-Songwriter, sombre, poetic, dark, acoustic, melancholic, introspective, pessimistic, depressive
Slowcore, lo-fi, melancholic, space, mellow, atmospheric, warm, lethargic, lonely
Smooth Soul, sensual, soothing, love, romantic, atmospheric, mellow, lush, sentimental
Soul, conscious, passionate, political, lush, Christian, concept album, mellow, melodic
Soul, political, passionate, conscious, melodic, warm, urban, romantic, lush
Space Rock, atmospheric, psychedelic, progressive, epic, hypnotic, ominous, improvisation, space
Spiritual Jazz, instrumental, meditative, spiritual, hypnotic, psychedelic, avant-garde, lush, warm
Spiritual Jazz, spiritual, improvisation, instrumental, passionate, complex, suite, acoustic, meditative
Spiritual Jazz, spiritual, uplifting, passionate, religious, avant-garde, hypnotic, warm, psychedelic
Stoner Metal, heavy, drugs, occult, psychedelic, misanthropic, nihilistic, dense, noisy
Stoner Rock, desert, energetic, concept album, heavy, drugs, psychedelic, rhythmic, melodic
Swamp Rock, energetic, melodic, passionate, raw, playful, political, conscious, uplifting
Symphonic Prog, epic, melodic, progressive, complex, pastoral, satirical, medieval, technical
Symphonic Prog, epic, uplifting, complex, technical, progressive, fantasy, lush, uncommon time signatures
Synthpop, dark, sensual, romantic, sombre, nocturnal, atmospheric, melodic, passionate
Synthpop, love, melodic, passionate, uplifting, sensual, party, energetic, romantic
Synthpop, playful, sexual, melodic, energetic, romantic, love, party, rhythmic
Synthpop, psychedelic, love, melodic, bittersweet, breakup, lush, anxious, dense
Technical Death Metal, philosophical, complex, technical, existential, heavy, introspective, progressive, passionate
Technical Death Metal, technical, philosophical, aggressive, existential, heavy, complex, energetic, progressive
Television Music, mysterious, ominous, nocturnal, atmospheric, suspenseful, dark, surreal, ethereal
Third Stream, instrumental, complex, avant-garde, energetic, improvisation, dense, technical, progressive
Thrash Metal, aggressive, heavy, energetic, angry, rebellious, progressive, serious, political
Thrash Metal, aggressive, satanism, death, infernal, energetic, heavy, violence, angry
Thrash Metal, energetic, aggressive, heavy, rebellious, raw, violence, anthemic, boastful
Thrash Metal, energetic, technical, political, war, aggressive, heavy, complex, apocalyptic
Thrash Metal, heavy, energetic, aggressive, death, dark, apocalyptic, angry, melodic
Thrash Metal, political, angry, technical, heavy, aggressive, progressive, energetic, serious
Trap, dark, aggressive, energetic, conscious, violence, urban, rhythmic, boastful
Trap, nocturnal, drugs, party, hedonism, psychedelic, atmospheric, hypnotic, alcohol
Trap, repetitive, hypnotic, drugs, boastful, hedonism, sexual, rhythmic, ethereal
Trip Hop, melancholic, mysterious, nocturnal, atmospheric, dark, sampling, sombre, mellow
Trip Hop, mysterious, melancholic, anxious, sombre, orchestral, atmospheric, dark, nocturnal
Trip Hop, nocturnal, dark, urban, mysterious, atmospheric, hypnotic, anxious, melancholic
Video Game Music, ominous, sombre, atmospheric, melancholic, lonely, dark, surreal, cold
Vocal Jazz, passionate, melancholic, melodic, conscious, sombre, spiritual, longing, love
Adult Contemporary, love, romantic, ballad, melodic, passionate
IDM, war, history, political, disturbing, educational, violence, concept album, death
